Domain Code,Domain,Reporter Country Code,Reporter Countries,Partner Country Code,Partner Countries,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","41","China, mainland","2","Afghanistan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","3","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","2","Afghanistan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","44","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","3","Albania","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1987","1987","1000 US$","212","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","3","Albania","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1988","1988","1000 US$","294","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","3","Albania","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1990","1990","1000 US$","1057","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","3","Albania","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","630","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","3","Albania","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","623","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","3","Albania","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2016","2016","1000 US$","331","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","4","Algeria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1993","1993","1000 US$","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","4","Algeria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2000","2000","1000 US$","14","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","4","Algeria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2001","2001","1000 US$","3001","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","4","Algeria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","1010","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","4","Algeria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","324","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","4","Algeria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","1661","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","4","Algeria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2015","2015","1000 US$","58","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","4","Algeria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2016","2016","1000 US$","53","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","7","Angola","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1987","1987","1000 US$","2192","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","7","Angola","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1992","1992","1000 US$","1421","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","7","Angola","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1993","1993","1000 US$","7405","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","7","Angola","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1999","1999","1000 US$","66","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","7","Angola","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2000","2000","1000 US$","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","7","Angola","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2001","2001","1000 US$","66","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","7","Angola","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2004","2004","1000 US$","2","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","7","Angola","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2005","2005","1000 US$","5695","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","7","Angola","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","4315","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","7","Angola","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","101","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","7","Angola","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","178","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","7","Angola","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","144","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","7","Angola","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","364","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","7","Angola","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2011","2011","1000 US$","325","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","7","Angola","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2012","2012","1000 US$","738","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","7","Angola","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2013","2013","1000 US$","308","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","7","Angola","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2014","2014","1000 US$","214","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","7","Angola","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2015","2015","1000 US$","81","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","7","Angola","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2016","2016","1000 US$","113","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","8","Antigua and Barbuda","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1998","1998","1000 US$","2","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","8","Antigua and Barbuda","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1999","1999","1000 US$","5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","8","Antigua and Barbuda","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","3","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","9","Argentina","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1992","1992","1000 US$","7","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","9","Argentina","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1993","1993","1000 US$","2322","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","9","Argentina","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1995","1995","1000 US$","7","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","9","Argentina","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1996","1996","1000 US$","10","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","9","Argentina","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1998","1998","1000 US$","6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","9","Argentina","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2011","2011","1000 US$","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","22","Aruba","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1992","1992","1000 US$","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1987","1987","1000 US$","34","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1988","1988","1000 US$","50","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1989","1989","1000 US$","74","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1990","1990","1000 US$","78","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1991","1991","1000 US$","99","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1992","1992","1000 US$","68","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1993","1993","1000 US$","127","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1994","1994","1000 US$","114","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1995","1995","1000 US$","28","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1997","1997","1000 US$","32","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1998","1998","1000 US$","8","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1999","1999","1000 US$","7","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2000","2000","1000 US$","24","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2001","2001","1000 US$","67","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2002","2002","1000 US$","85","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","1146","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2004","2004","1000 US$","638","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2005","2005","1000 US$","86","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","293","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","831","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","6073","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2014","2014","1000 US$","59","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2015","2015","1000 US$","318","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","10","Australia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2016","2016","1000 US$","399","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","11","Austria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","11","Austria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","28","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","52","Azerbaijan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1992","1992","1000 US$","11","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","12","Bahamas","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","7","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","12","Bahamas","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2012","2012","1000 US$","18","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","13","Bahrain","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1987","1987","1000 US$","760","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","13","Bahrain","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1988","1988","1000 US$","659","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","13","Bahrain","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1989","1989","1000 US$","727","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","13","Bahrain","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1990","1990","1000 US$","201","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","13","Bahrain","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1991","1991","1000 US$","92","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","13","Bahrain","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1992","1992","1000 US$","96","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","13","Bahrain","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1993","1993","1000 US$","2446","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","13","Bahrain","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1994","1994","1000 US$","128","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","13","Bahrain","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1995","1995","1000 US$","31","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","13","Bahrain","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","13","Bahrain","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","26","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","13","Bahrain","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","34","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","13","Bahrain","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","59","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","13","Bahrain","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","14","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","13","Bahrain","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2011","2011","1000 US$","14","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","16","Bangladesh","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1987","1987","1000 US$","1372","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","16","Bangladesh","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1994","1994","1000 US$","2659","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","16","Bangladesh","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1996","1996","1000 US$","16","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","16","Bangladesh","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1997","1997","1000 US$","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","16","Bangladesh","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1998","1998","1000 US$","307","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","16","Bangladesh","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1999","1999","1000 US$","680","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","16","Bangladesh","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2000","2000","1000 US$","98","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","16","Bangladesh","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2001","2001","1000 US$","367","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","16","Bangladesh","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2002","2002","1000 US$","271","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","16","Bangladesh","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","217","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","16","Bangladesh","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2004","2004","1000 US$","2073","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","16","Bangladesh","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2005","2005","1000 US$","3146","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","16","Bangladesh","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","8090","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","16","Bangladesh","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","10467","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","16","Bangladesh","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","15791","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","16","Bangladesh","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","7878","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","16","Bangladesh","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","8806","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","16","Bangladesh","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2011","2011","1000 US$","7474","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","16","Bangladesh","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2012","2012","1000 US$","5146","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","16","Bangladesh","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2013","2013","1000 US$","1904","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","16","Bangladesh","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2014","2014","1000 US$","3121","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","16","Bangladesh","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2015","2015","1000 US$","2396","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","16","Bangladesh","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2016","2016","1000 US$","1426","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","14","Barbados","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1994","1994","1000 US$","4","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","14","Barbados","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2000","2000","1000 US$","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","57","Belarus","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1993","1993","1000 US$","289","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","57","Belarus","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1994","1994","1000 US$","66","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","57","Belarus","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","399","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","57","Belarus","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","15","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","255","Belgium","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2000","2000","1000 US$","8","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","255","Belgium","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2001","2001","1000 US$","83","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","255","Belgium","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2002","2002","1000 US$","66","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","255","Belgium","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","17","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","255","Belgium","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2004","2004","1000 US$","11","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","255","Belgium","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","105","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","255","Belgium","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2015","2015","1000 US$","17","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","255","Belgium","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2016","2016","1000 US$","19","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","15","Belgium-Luxembourg","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1994","1994","1000 US$","4","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","15","Belgium-Luxembourg","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1999","1999","1000 US$","728","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","53","Benin","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1992","1992","1000 US$","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","53","Benin","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1997","1997","1000 US$","2643","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","53","Benin","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","1964","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","53","Benin","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2005","2005","1000 US$","260","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","53","Benin","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","6670","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","53","Benin","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","2462","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","53","Benin","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","10200","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","53","Benin","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","5819","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","53","Benin","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","2362","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","53","Benin","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2013","2013","1000 US$","2","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","53","Benin","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2016","2016","1000 US$","9","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","19","Bolivia (Plurinational State of)","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1987","1987","1000 US$","36","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","20","Botswana","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2000","2000","1000 US$","6","A","Aggregate, may include official, semi-official, estimated or calculated data"
