Domain Code,Domain,Reporter Country Code,Reporter Countries,Partner Country Code,Partner Countries,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","41","China, mainland","108","Kazakhstan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2015","2015","1000 US$","320","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","114","Kenya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1987","1987","1000 US$","34","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","114","Kenya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1994","1994","1000 US$","17","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","114","Kenya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1997","1997","1000 US$","5904","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","114","Kenya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1999","1999","1000 US$","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","114","Kenya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2000","2000","1000 US$","1876","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","114","Kenya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2001","2001","1000 US$","23","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","114","Kenya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2002","2002","1000 US$","15","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","114","Kenya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","5106","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","114","Kenya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","516","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","114","Kenya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2011","2011","1000 US$","7714","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","83","Kiribati","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1992","1992","1000 US$","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","83","Kiribati","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","98","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","83","Kiribati","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","714","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","83","Kiribati","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","406","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","83","Kiribati","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2016","2016","1000 US$","10","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","118","Kuwait","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1987","1987","1000 US$","6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","118","Kuwait","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1988","1988","1000 US$","28","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","118","Kuwait","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1992","1992","1000 US$","4","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","118","Kuwait","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1993","1993","1000 US$","8","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","118","Kuwait","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1999","1999","1000 US$","3185","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","118","Kuwait","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2000","2000","1000 US$","32","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","118","Kuwait","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2002","2002","1000 US$","90","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","118","Kuwait","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","66","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","118","Kuwait","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2004","2004","1000 US$","19","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","118","Kuwait","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","54","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","118","Kuwait","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","54","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","118","Kuwait","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","165","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","113","Kyrgyzstan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1992","1992","1000 US$","228","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","113","Kyrgyzstan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1993","1993","1000 US$","1292","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","113","Kyrgyzstan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1994","1994","1000 US$","70","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","113","Kyrgyzstan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1996","1996","1000 US$","574","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","113","Kyrgyzstan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1997","1997","1000 US$","267","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","113","Kyrgyzstan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1998","1998","1000 US$","349","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","113","Kyrgyzstan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1999","1999","1000 US$","878","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","113","Kyrgyzstan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2000","2000","1000 US$","1020","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","113","Kyrgyzstan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2001","2001","1000 US$","230","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","113","Kyrgyzstan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2002","2002","1000 US$","2776","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","113","Kyrgyzstan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2004","2004","1000 US$","870","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","113","Kyrgyzstan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2005","2005","1000 US$","1385","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","113","Kyrgyzstan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","4589","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","113","Kyrgyzstan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","5222","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","113","Kyrgyzstan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","3643","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","113","Kyrgyzstan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","8320","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","113","Kyrgyzstan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","3783","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","113","Kyrgyzstan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2011","2011","1000 US$","4456","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","113","Kyrgyzstan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2012","2012","1000 US$","1563","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","113","Kyrgyzstan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2013","2013","1000 US$","1984","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","113","Kyrgyzstan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2014","2014","1000 US$","1260","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","113","Kyrgyzstan","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2015","2015","1000 US$","386","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","120","Lao People's Democratic Republic","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1991","1991","1000 US$","17","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","120","Lao People's Democratic Republic","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1992","1992","1000 US$","3","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","120","Lao People's Democratic Republic","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1993","1993","1000 US$","339","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","120","Lao People's Democratic Republic","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1994","1994","1000 US$","17","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","120","Lao People's Democratic Republic","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1995","1995","1000 US$","5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","120","Lao People's Democratic Republic","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1996","1996","1000 US$","4","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","120","Lao People's Democratic Republic","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1997","1997","1000 US$","2","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","120","Lao People's Democratic Republic","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1998","1998","1000 US$","73","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","120","Lao People's Democratic Republic","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","168","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","120","Lao People's Democratic Republic","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2011","2011","1000 US$","19","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","120","Lao People's Democratic Republic","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2016","2016","1000 US$","303","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","119","Latvia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","8","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","121","Lebanon","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1999","1999","1000 US$","5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","121","Lebanon","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2000","2000","1000 US$","660","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","121","Lebanon","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2002","2002","1000 US$","161","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","121","Lebanon","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","355","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","121","Lebanon","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2004","2004","1000 US$","391","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","121","Lebanon","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2005","2005","1000 US$","489","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","121","Lebanon","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","1182","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","121","Lebanon","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","1398","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","121","Lebanon","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","3694","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","121","Lebanon","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","1697","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","121","Lebanon","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","1818","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","121","Lebanon","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2011","2011","1000 US$","702","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","121","Lebanon","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2012","2012","1000 US$","167","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","121","Lebanon","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2013","2013","1000 US$","104","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","121","Lebanon","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2016","2016","1000 US$","416","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","122","Lesotho","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1998","1998","1000 US$","41","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","122","Lesotho","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","13","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","122","Lesotho","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2012","2012","1000 US$","5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","122","Lesotho","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2016","2016","1000 US$","1883","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","123","Liberia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1994","1994","1000 US$","152","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","123","Liberia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","2941","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","123","Liberia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2004","2004","1000 US$","21977","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","123","Liberia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2005","2005","1000 US$","18748","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","123","Liberia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","36201","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","123","Liberia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","30217","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","123","Liberia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","55285","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","123","Liberia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","18213","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","123","Liberia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","21817","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","123","Liberia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2011","2011","1000 US$","3391","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","123","Liberia","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2016","2016","1000 US$","9503","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","124","Libya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1987","1987","1000 US$","5710","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","124","Libya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1988","1988","1000 US$","6086","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","124","Libya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1989","1989","1000 US$","5650","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","124","Libya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1991","1991","1000 US$","13577","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","124","Libya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1992","1992","1000 US$","25996","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","124","Libya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1994","1994","1000 US$","11360","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","124","Libya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1996","1996","1000 US$","27385","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","124","Libya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1997","1997","1000 US$","25486","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","124","Libya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1998","1998","1000 US$","22162","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","124","Libya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1999","1999","1000 US$","24584","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","124","Libya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2000","2000","1000 US$","21283","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","124","Libya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2001","2001","1000 US$","12515","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","124","Libya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2002","2002","1000 US$","14340","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","124","Libya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","7403","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","124","Libya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","8","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","124","Libya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","325","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","124","Libya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","67","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","124","Libya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","136","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","124","Libya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","41","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","124","Libya","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2011","2011","1000 US$","364","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","126","Lithuania","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1992","1992","1000 US$","3180","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","126","Lithuania","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1997","1997","1000 US$","2","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","126","Lithuania","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1999","1999","1000 US$","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","126","Lithuania","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","176","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","126","Lithuania","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","688","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","126","Lithuania","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","517","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","129","Madagascar","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1987","1987","1000 US$","2","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","129","Madagascar","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1990","1990","1000 US$","2640","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","129","Madagascar","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1992","1992","1000 US$","240","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","129","Madagascar","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1993","1993","1000 US$","6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","129","Madagascar","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1994","1994","1000 US$","49","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","129","Madagascar","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1995","1995","1000 US$","4","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","129","Madagascar","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2000","2000","1000 US$","6010","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","129","Madagascar","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2001","2001","1000 US$","2628","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","129","Madagascar","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2002","2002","1000 US$","1566","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","129","Madagascar","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","1820","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","129","Madagascar","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2005","2005","1000 US$","1534","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","129","Madagascar","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","278","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","129","Madagascar","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","319","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","129","Madagascar","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2011","2011","1000 US$","841","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","129","Madagascar","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2014","2014","1000 US$","396","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","129","Madagascar","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2015","2015","1000 US$","144","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","130","Malawi","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","20","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","130","Malawi","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2011","2011","1000 US$","8","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","130","Malawi","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2012","2012","1000 US$","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","130","Malawi","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2013","2013","1000 US$","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","130","Malawi","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2016","2016","1000 US$","4985","A","Aggregate, may include official, semi-official, estimated or calculated data"
